File Name,Attribute,Delimiter,Data Type,Related Values,Documented Data Description,Screen ID,Fld,Screen Title,PADP Label,Field Label,Validation File,PADP Table,PADP Column,Personally Identifiable Information,File Notes,,,,,
EAM.SMS.MESSAGES,6.0,,N,,Don't send alteration SMS if > (days prior to appointment.,EAM2.S285,6,Elective Admissions SMS Messages,Don't send alteration SMS if Greater than,Don't send alteration SMS if >,,eam_sms_messages,don_t_send_alteration_sms_if_greater_than,,,,,,,
EAM.SMS.MESSAGES,7.0,,N,,Don't send alteration SMS if < (days prior to appointment).,EAM2.S285,7,Elective Admissions SMS Messages,Don't send alteration SMS if Less than,Don't send alteration SMS if <,,eam_sms_messages,don_t_send_alteration_sms_if_less_than,,,,,,,
EAM.SMS.MESSAGES,8.0,,N,,Don't send cancellation SMS if > (days prior to appointment.),EAM2.S285,8,Elective Admissions SMS Messages,Don't send cancellation SMS if greater than,Don't send cancellation SMS if >,,eam_sms_messages,don_t_send_cancellation_sms_if_greater_than,,,,,,,
EAM.SMS.MESSAGES,9.0,,X,,- spare -,,,,Not Used,Not Used,,eam_sms_messages,not_used,,,,,,,
EAM.SMS.MESSAGES,10.0,,X,M1,Units,EAM2.S285,9,Elective Admissions SMS Messages,Unit,Unit,UNITS,eam_sms_messages,unit,,,,,,,
EAM.SMS.MESSAGES,11.0,,X,M2,SMS message,EAM2.S285,10,Elective Admissions SMS Messages,Message,Message,,eam_sms_messages,message,,,,,,,
EAM.SMS.MESSAGES,12.0,,X,,Cost Centre,EAM2.S285,11,Elective Admissions SMS Messages,C/Centre,C/Centre,,eam_sms_messages,c_centre,,,,,,,
EAM.SMS.REMINDERS,0.0,,X,,Reminder Date,,,,Reminder Date,Reminder Date,,eam_sms_reminders,,,,,,,,
EAM.SMS.REMINDERS,1.0,,X,M1,"Status 1=Initiated by Report Monitor, 2=Not sent because after Latest Time, 3=Not sent because no SMS Messages defined, 9=Completed OK.",,,,Status,Status,,eam_sms_reminders,status,,,,,,,
EAM.SMS.REMINDERS,2.0,,T,M1,Status time,,,,Status Time,Status Time,,eam_sms_reminders,status_time,,,,,,,
EAM.SMS.REMINDERS,3.0,,N,M2,"No Of Sms Reminders Sent Mv1=Booking, Mv2=Yet To Confirm",,,,No Of Sms Reminders Sent,"No Of Sms Reminders Sent Mv1=Booking, Mv2=Yet To Confirm",,eam_sms_reminders,no_of_sms_reminders_sent,,,,,,,
EAM.SMS.REMINDERS,4.0,,X,M3,"Alteration and Cancellation SMS ids generated outside the valid times that need to be sent at the ""Reminder Time"" on this date.",,,,Alteration And Cancellation SMS IDs,Alteration And Cancellation SMS IDs,,eam_sms_reminders,alteration_and_cancellation_sms_ids,,,,,,,
EAM.SPECIAL.PROJECTS,0.0,,X,,Special Projects Codes,EAM2.S8,1,Special Projects Codes,Special Projects Code,Special Projects Code,,eam_special_projects,,,Reference File,,,,,
EAM.SPECIAL.PROJECTS,1.0,,X,,Special Projects Description,EAM2.S8,2,Special Projects Codes,Description,Description,,eam_special_projects,description,,Reference File,,,,,
EAM.SPECIAL.PROJECTS,2.0,,A,M,Date stamp ,EAM2.S8,,Special Projects Codes,Filed,Filed,OPERATORS,eam_special_projects,filed,,Reference File,,,,,
EAM.SPECIAL.PROJECTS,3.0,,D,,Start Date ,EAM2.S8,3,Special Projects Codes,Start Date,Start Date,,eam_special_projects,start_date,,Reference File,,,,,
EAM.SPECIAL.PROJECTS,4.0,,D,,End Date ,EAM2.S8,4,Special Projects Codes,End Date,End Date,,eam_special_projects,end_date,,Reference File,,,,,
EAM.SPECIAL.PROJECTS,5.0,,X,,Replace Code ,EAM2.S8,5,Special Projects Codes,Replaced Code,Replaced Code,EAM.SPECIAL.PROJECTS,eam_special_projects,replaced_code,,Reference File,,,,,
EAM.SPECIAL.PROJECTS,6.0,,X,,Replaced By ,,,,Replaced By,Replaced By,EAM.SPECIAL.PROJECTS,eam_special_projects,replaced_by,,Reference File,,,,,
EAM.SPECIALTY,0.0,,X,,Specialty Code,EAM2.S83,1,Waiting List Specialty Codes,Waiting List Specialty,Waiting List Specialty,,eam_specialty,,,Reference File,,,,,
EAM.SPECIALTY,1.0,,A,M,Date  Time  Who  Operator code  ,EAM2.S83,,Waiting List Specialty Codes,Filed,Filed,OPERATORS,eam_specialty,filed,,Reference File,,,,,
EAM.SPECIALTY,2.0,,X,,Specialty code description  ,EAM2.S83,2,Waiting List Specialty Codes,Description,Description,,eam_specialty,description,,Reference File,,,,,
EAM.SPECIALTY,3.0,,X,M1,Units associated with the Specialty code  ,EAM2.S83,3,Waiting List Specialty Codes,Unit,Unit,UNITS,eam_specialty,unit,,Reference File,,,,,
EAM.SPECIALTY,4.0,,D,,Start Date  ,EAM2.S83,4,Waiting List Specialty Codes,Start Date,Start Date,,eam_specialty,start_date,,Reference File,,,,,
EAM.SPECIALTY,5.0,,D,,End Date  ,EAM2.S83,5,Waiting List Specialty Codes,End Date,End Date,,eam_specialty,end_date,,Reference File,,,,,
EAM.STANDBY,0.0,,X,,Standy Codes,EAM2.S113,1,Standby Codes,Standby Code,Standby Code,,eam_standby,,,Reference File,,,,,
EAM.STANDBY,1.0,,A,M,Date stamp ,EAM2.S113,,Standby Codes,Filed,Filed,OPERATORS,eam_standby,filed,,Reference File,,,,,
EAM.STANDBY,2.0,,X,,Description ,EAM2.S113,2,Standby Codes,Description,Description,,eam_standby,description,,Reference File,,,,,
EAM.STANDBY,3.0,,D,,Start Date ,EAM2.S113,3,Standby Codes,Start Date,Start Date,,eam_standby,start_date,,Reference File,,,,,
EAM.STANDBY,4.0,,D,,End date ,EAM2.S113,4,Standby Codes,End Date,End Date,,eam_standby,end_date,,Reference File,,,,,
EAM.STANDBY,5.0,,X,,Replaced codes ,EAM2.S113,5,Standby Codes,Replaced Codes,Replaced Codes,EAM.STANDBY,eam_standby,replaced_codes,,Reference File,,,,,
EAM.STANDBY,6.0,,X,,Replaced By codes,,,,Replaced By Codes,Replaced By Codes,EAM.STANDBY,eam_standby,replaced_by_codes,,,,,,,
EAM.UNITS,0.0,,X,,Unit Codes,EAM2.S83,3,Waiting List Specialty Codes,Unit,Unit,,eam_units,,,,,,,,
EAM.UNITS,1.0,,A,M,Date Time Who Operator stamp ,EAM2.S83,,Waiting List Specialty Codes,Filed,Filed,,eam_units,filed,,,,,,,
EAM.UNITS,2.0,,X,,Specialty Codes,EAM2.S83,3,Waiting List Specialty Codes,Unit,Unit,EAM.SPECIALTY,eam_units,unit2,,,,,,,
EAM.URGENCY.CODE,0.0,,X,,Urgency Codes,EAM2.S3,1,Category Codes,Category Code,Category Code,,eam_urgency_code,,,Reference File,,,,,
EAM.URGENCY.CODE,1.0,,X,,Urgency Codes Description,EAM2.S3,2,Category Codes,Description,Description,,eam_urgency_code,description,,Reference File,,,,,
EAM.URGENCY.CODE,2.0,,X,,Clinical urgency category Allows users to categorise their own codes,,,,Clinical Urgency Category,Clinical Urgency Category Allows Users To Categorise Their Own Codes,,eam_urgency_code,clinical_urgency_category,,Reference File,,,,,
EAM.URGENCY.CODE,3.0,,A,M,Date Time Who Operator stamp ,EAM2.S3,,Category Codes,Filed,Filed,OPERATORS,eam_urgency_code,filed,,Reference File,,,,,
EAM.URGENCY.CODE,4.0,,D,,Start Date ,EAM2.S3,3,Category Codes,Start Date,Start Date,,eam_urgency_code,start_date,,Reference File,,,,,
EAM.URGENCY.CODE,5.0,,D,,End Date ,EAM2.S3,4,Category Codes,End Date,End Date,,eam_urgency_code,end_date,,Reference File,,,,,
EAM.URGENCY.CODE,6.0,,X,,Replace code ,EAM2.S3,5,Category Codes,Replaced Codes,Replaced Codes,EAM.URGENCY.CODE,eam_urgency_code,replaced_codes,,Reference File,,,,,
EAM.URGENCY.CODE,7.0,,X,,Replaced By ,,,,Replaced By,Replaced By,EAM.URGENCY.CODE,eam_urgency_code,replaced_by,,Reference File,,,,,
EAM.WAIT.LETTERS,0.0,,X,,Sequential Auto-Number,,,,Sequential Auto-Number,Sequential Auto-Number,,eam_wait_letters,,,,,,,,
EAM.WAIT.LETTERS,1.0,,X,,Letter Code,,,,Letter Code,Letter Code,,eam_wait_letters,letter_code,,,,,,,
EAM.WAIT.LETTERS,2.0,,D,,Letter Creation Date,,,,Letter Creation Date,Letter Creation Date,,eam_wait_letters,letter_creation_date,,,,,,,
EAM.WAIT.LETTERS,3.0,,X,,UR Number,,,,Ur Number,Ur Number,PATIENTS,eam_wait_letters,ur_number,,,,,,,
EAM.WAIT.LETTERS,4.0,,X,,Patient Name,,,,Patient Name,Patient Name,,eam_wait_letters,patient_name,Y,,,,,,
EAM.WAIT.LETTERS,5.0,,X,,Address 1,,,,Address 1,Address 1,,eam_wait_letters,address_1,,,,,,,
EAM.WAIT.LETTERS,6.0,,X,,Address 2,,,,Address 2,Address 2,,eam_wait_letters,address_2,,,,,,,
EAM.WAIT.LETTERS,7.0,,X,,Suburb,,,,Suburb,Suburb,SUBURBS,eam_wait_letters,suburb,,,,,,,
EAM.WAIT.LETTERS,8.0,,X,,Postcode,,,,Postcode,Postcode,,eam_wait_letters,postcode,,,,,,,
EAM.WAIT.LETTERS,9.0,,D,,Date Placed on Waiting List,,,,Date Placed On Waiting List,Date Placed On Waiting List,,eam_wait_letters,date_placed_on_waiting_list,,,,,,,
EAM.WAIT.LETTERS,10.0,,X,,Unit Description,,,,Unit Description,Unit Description,,eam_wait_letters,unit_description,,,,,,,
EAM.WAIT.LETTERS,11.0,,X,,Doctors Name For use on waiting list letters,,,,Doctors Name For Use On Waiting List Letters,Doctors Name For Use On Waiting List Letters,,eam_wait_letters,doctors_name_for_use_on_waiting_list_letters,,,,,,,
EAM.WAIT.LETTERS,12.0,,X,,"Elective ID (ie: Patient:"":"":Entry no)",,,,Elective ID,Elective ID,,eam_wait_letters,elective_id12,,,,,,,
EAM.WAIT.LETTERS,13.0,,X,,Op/Procedure,,,,Op/Procedure,Op/Procedure,,eam_wait_letters,op_procedure,,,,,,,
EAM.WAIT.LETTERS,14.0,,D,,Preop Dates,,,,Preop Dates,Preop Dates,,eam_wait_letters,preop_dates,,,,,,,
EAM.WAIT.LETTERS,15.0,,T,,Preop Times,,,,Preop Times,Preop Times,,eam_wait_letters,preop_times,,,,,,,
EAM.WAIT.LETTERS,16.0,,X,,Ward Code,,,,Ward Code,Ward Code,WARDS,eam_wait_letters,ward_code,,,,,,,
EAM.WAIT.LETTERS,17.0,,X,,Contact Name,,,,Contact Name,Contact Name,,eam_wait_letters,contact_name,,,,,,,
EAM.WAIT.LETTERS,18.0,,X,,Contact Address 1,,,,Contact Address 1,Contact Address 1,,eam_wait_letters,contact_address_1,,,,,,,
EAM.WAIT.LETTERS,19.0,,X,,Contact Address 2,,,,Contact Address 2,Contact Address 2,,eam_wait_letters,contact_address_2,,,,,,,
EAM.WAIT.LETTERS,20.0,,X,,Contact Suburb,,,,Contact Suburb,Contact Suburb,,eam_wait_letters,contact_suburb,,,,,,,
EAM.WAIT.LETTERS,21.0,,X,,Contact Postcode,,,,Contact Postcode,Contact Postcode,,eam_wait_letters,contact_postcode,,,,,,,
EAM.WAIT.LETTERS,22.0,,X,,,,,,,,,eam_wait_letters,attribute22,,,,,,,
EAM.WAIT.LETTERS,23.0,,X,,,,,,,,,eam_wait_letters,attribute23,,,,,,,
EAM.WAIT.LETTERS,24.0,,X,,,,,,,,,eam_wait_letters,attribute24,,,,,,,
EAM.WAIT.LETTERS,25.0,,X,,,,,,,,,eam_wait_letters,attribute25,,,,,,,
EAM.WAIT.LETTERS,26.0,,X,,,,,,,,,eam_wait_letters,attribute26,,,,,,,
EAM.WAIT.LETTERS,27.0,,X,,,,,,,,,eam_wait_letters,attribute27,,,,,,,
EAM.WAIT.LETTERS,28.0,,X,,,,,,,,,eam_wait_letters,attribute28,,,,,,,
EAM.WAIT.LETTERS,29.0,,X,,,,,,,,,eam_wait_letters,attribute29,,,,,,,
EAM.WAIT.LETTERS,30.0,,X,,Elective ID (ie: EAM.ELECTIVE key),,,,Elective ID,Elective ID,EAM.ELECTIVES,eam_wait_letters,elective_id30,,,,,,,
EAM.WAIT.LETTERS,31.0,,D,,Date of Birth,,,,Date Of Birth,Date Of Birth,,eam_wait_letters,date_of_birth,,,,,,,
EAM.WAIT.LETTERS,32.0,,X,,Patient given names,,,,Patient Given Names,Patient Given Names,,eam_wait_letters,patient_given_names,,,,,,,
EAM.WAIT.LETTERS,33.0,,X,,Patient surname,,,,Patient Surname,Patient Surname,,eam_wait_letters,patient_surname,,,,,,,
EAM.WAIT.LETTERS,34.0,,X,,Patient home phone,,,,Patient Home Phone,Patient Home Phone,,eam_wait_letters,patient_home_phone,,,,,,,
EAM.WAIT.LETTERS,35.0,,X,,Patient mobile phone,,,,Patient Mobile Phone,Patient Mobile Phone,,eam_wait_letters,patient_mobile_phone,,,,,,,
EAM.WAIT.LETTERS,36.0,,X,,Referring doctor full name,,,,Referring Dr Full Name,Referring Doctor Full Name,,eam_wait_letters,referring_dr_full_name,,,,,,,
EAM.WAIT.LETTERS,37.0,,X,,Referring doctor title,,,,Referring Dr Title,Referring Doctor Title,,eam_wait_letters,referring_dr_title,,,,,,,
EAM.WAIT.LETTERS,38.0,,X,,Referring doctor initials,,,,Referring Dr Initials,Referring Doctor Initials,,eam_wait_letters,referring_dr_initials,,,,,,,
EAM.WAIT.LETTERS,39.0,,X,,Referring doctor surname,,,,Referring Dr Surname,Referring Doctor Surname,,eam_wait_letters,referring_dr_surname,,,,,,,
EAM.WAIT.LETTERS,40.0,,X,,Referring doctor address line 1,,,,Referring Dr Address Line 1,Referring Doctor Address Line 1,,eam_wait_letters,referring_dr_address_line_1,,,,,,,
EAM.WAIT.LETTERS,41.0,,X,,Referring doctor address line 2,,,,Referring Dr Address Line 2,Referring Doctor Address Line 2,,eam_wait_letters,referring_dr_address_line_2,,,,,,,
EAM.WAIT.LETTERS,42.0,,X,,Referring doctor address line 3,,,,Referring Dr Address Line 3,Referring Doctor Address Line 3,,eam_wait_letters,referring_dr_address_line_3,,,,,,,
EAM.WAIT.LETTERS,43.0,,X,,Referring doctor postal suburb,,,,Referring Dr Postal Suburb,Referring Doctor Postal Suburb,,eam_wait_letters,referring_dr_postal_suburb,,,,,,,
EAM.WAIT.LETTERS,44.0,,X,,Referring doctor postal postcode,,,,Referring Dr Postal Postcode,Referring Doctor Postal Postcode,,eam_wait_letters,referring_dr_postal_postcode,,,,,,,
EAM.WAIT.LETTERS,45.0,,X,,Patient Title,,,,Patient Title,Patient Title,,eam_wait_letters,patient_title,,,,,,,
EAM.WAIT.LETTERS,46.0,,X,,Category,,,,Category,Category,EAM.URGENCY.CODE,eam_wait_letters,category,,,,,,,
EAM.WAIT.LETTERS,47.0,,D,,SS Due Date,,,,SS Due Date,SS Due Date,,eam_wait_letters,ss_due_date,,,,,,,
EAM.WAIT.LETTERS,48.0,,X,,Medicare No./ID,,,,Medicare No/ID,Medicare No/ID,,eam_wait_letters,medicare_no_id,,,,,,,
EAM.WAIT.LETTERS,49.0,,X,,Medicare Exp.,,,,Medicare Exp.,Medicare Exp.,,eam_wait_letters,medicare_exp,,,,,,,
EAM.WAIT.LETTERS,50.0,,X,,Health Fund code,,,,Health Fund Code,Health Fund Code,,eam_wait_letters,health_fund_code,,,,,,,
EAM.WAIT.LETTERS,51.0,,X,,Health Fund Description,,,,Health Fund Description,Health Fund Description,,eam_wait_letters,health_fund_description,,,,,,,
EAM.WAIT.LETTERS,52.0,,X,,Referring Doctor Business Phone,,,,Referring Dr Business Phone,Referring Doctor Business Phone,,eam_wait_letters,referring_dr_business_phone,,,,,,,
EAM.WAIT.LETTERS,53.0,,X,,Referring Doctor Mobile,,,,Referring Dr Mobile,Referring Doctor Mobile,,eam_wait_letters,referring_dr_mobile,,,,,,,
EAM.WAIT.LETTERS,54.0,,X,,Referring Doctor Fax,,,,Referring Dr Fax,Referring Doctor Fax,,eam_wait_letters,referring_dr_fax,,,,,,,
EAM.WAIT.LETTERS,55.0,,X,,Referring Doctor Email,,,,Referring Dr Email,Referring Doctor Email,,eam_wait_letters,referring_dr_email,,,,,,,
EAM.WAIT.LETTERS,56.0,,X,,Anaesthetic,,,,Anaesthetic,Anaesthetic,,eam_wait_letters,anaesthetic,,,,,,,
EAM.WAIT.LETTERS,57.0,,X,,Standby,,,,Standby,Standby,,eam_wait_letters,standby,,,,,,,
EAM.WAIT.LETTERS,58.0,,X,,Length of Stay,,,,Length Of Stay,Length Of Stay,,eam_wait_letters,length_of_stay,,,,,,,
EAM.WAIT.LETTERS,59.0,,X,,Primary Proc. Code,,,,Primary Proc  Code,Primary Proc  Code,,eam_wait_letters,primary_proc_code,,,,,,,
EAM.WAIT.LETTERS,60.0,,D,,Booking Date,,,,Booking Date,Booking Date,,eam_wait_letters,booking_date,,,,,,,
EAM.WAIT.LETTERS,61.0,,D,,Confirmed Date,,,,Confirmed Date,Confirmed Date,,eam_wait_letters,confirmed_date,,,,,,,
EAM.WAIT.LETTERS,62.0,,X,,Current Waiting Status,,,,Current Waiting Status,Current Waiting Status,,eam_wait_letters,current_waiting_status,,,,,,,
EAM.WAIT.LETTERS,63.0,,X,,Current Booking Status,,,,Current Booking Status,Current Booking Status,,eam_wait_letters,current_booking_status,,,,,,,
EAM.WAIT.LETTERS,64.0,,D,,Date Removed,,,,Date Removed,Date Removed,,eam_wait_letters,date_removed,,,,,,,
EAM.WAIT.LETTERS,65.0,,D,,Date Cancelled,,,,Date Cancelled,Date Cancelled,,eam_wait_letters,date_cancelled,,,,,,,
EAM.WAIT.LETTERS,66.0,,X,,Patient Email Address,,,,Patient Email Address,Patient Email Address,,eam_wait_letters,patient_email_address,,,,,,,
EAM.WAITING.STATUS,0.0,,X,,Waiting Status Codes,EAM2.S1,1,Waiting List Status Codes,Waiting List Status Code,Waiting List Status Code,,eam_waiting_status,,,Reference File,,,,,
EAM.WAITING.STATUS,1.0,,X,,Waiting Status Codes Description,EAM2.S1,2,Waiting List Status Codes,Description,Description,,eam_waiting_status,description,,Reference File,,,,,
EAM.WAITING.STATUS,2.0,,A,M,Date Stamp ,EAM2.S1,,Waiting List Status Codes,Filed,Filed,OPERATORS,eam_waiting_status,filed,,Reference File,,,,,
EAM.WAITING.STATUS,3.0,,D,,Start Date ,EAM2.S1,3,Waiting List Status Codes,Start Date,Start Date,,eam_waiting_status,start_date,,Reference File,,,,,
EAM.WAITING.STATUS,4.0,,D,,End Date ,EAM2.S1,4,Waiting List Status Codes,End Date,End Date,,eam_waiting_status,end_date,,Reference File,,,,,
EAM.WAITING.STATUS,5.0,,X,,Replace Code ,EAM2.S1,5,Waiting List Status Codes,Replaced Code,Replaced Code,EAM.WAITING.STATUS,eam_waiting_status,replaced_code,,Reference File,,,,,
EAM.WAITING.STATUS,6.0,,X,,Replaced By ,,,,Replaced By,Replaced By,EAM.WAITING.STATUS,eam_waiting_status,replaced_by,,Reference File,,,,,
EAM.WTG.EXCLUDED,0.0,,X,,Code,EAM2.S308,1,WTG Excluded Codes,WTG Excluded Code,WTG Excluded Code,,eam_wtg_excluded,,,Reference File,,,,,
EAM.WTG.EXCLUDED,1.0,,A,M,Operator date/time stamp ,EAM2.S308,,WTG Excluded Codes,Filed,Filed,OPERATORS,eam_wtg_excluded,filed,,Reference File,,,,,
EAM.WTG.EXCLUDED,2.0,,X,,Description ,EAM2.S308,2,WTG Excluded Codes,Description,Description,,eam_wtg_excluded,description,,Reference File,,,,,
EAM.WTG.EXCLUDED,3.0,,D,,Start Date ,EAM2.S308,3,WTG Excluded Codes,Start Date,Start Date,,eam_wtg_excluded,start_date,,Reference File,,,,,
EAM.WTG.EXCLUDED,4.0,,D,,End Date ,EAM2.S308,4,WTG Excluded Codes,End Date,End Date,,eam_wtg_excluded,end_date,,Reference File,,,,,
EAM.WTG.PROC.EXCLUDED,0.0,,X,,ICD10AM Procedure Code,EAM2.S310,1,WTG Excluded Procedure Codes,ICD10AM Code,ICD10AM Code,,eam_wtg_proc_excluded,,,Reference File,,,,,
EAM.WTG.PROC.EXCLUDED,1.0,,A,M,Operator Date/Time stamp  ,EAM2.S310,,WTG Excluded Procedure Codes,Filed,Filed,OPERATORS,eam_wtg_proc_excluded,filed,,Reference File,,,,,
EAM.WTG.PROC.EXCLUDED,2.0,,B,,WTG Exclusion (Y/N)  ,EAM2.S310,2,WTG Excluded Procedure Codes,WTG Exclusion,WTG Exclusion,,eam_wtg_proc_excluded,wtg_exclusion,,Reference File,,,,,
EAM.WTG.PROC.EXCLUDED,3.0,,B,,National Exclusion (Y/N)  ,EAM2.S310,3,WTG Excluded Procedure Codes,National Exclusion,National Exclusion,,eam_wtg_proc_excluded,national_exclusion,,Reference File,,,,,
EAM.WTG.PROC.EXCLUDED,4.0,,B,,Scope of publicly funded services exclusion (Y/N)  ,EAM2.S310,4,WTG Excluded Procedure Codes,Scope of Publicly Funded Services Exclusion,Scope of Publicly Funded Services Exclusion,,eam_wtg_proc_excluded,scope_of_publicly_funded_services_exclusion,,Reference File,,,,,
EAM.WTG.PROC.EXCLUDED,5.0,,D,,Start Date  ,EAM2.S310,5,WTG Excluded Procedure Codes,Start Date,Start Date,,eam_wtg_proc_excluded,start_date,,Reference File,,,,,
EAM.WTG.PROC.EXCLUDED,6.0,,D,,End Date  ,EAM2.S310,6,WTG Excluded Procedure Codes,End Date,End Date,,eam_wtg_proc_excluded,end_date,,Reference File,,,,,
EAS.DEFERRAL.TYPE,0.0,,X,,Alphanumeric Deferral Type,,,,Deferral Code,Deferral Code,,eas_deferral_type,,,,,,,,
EAS.DEFERRAL.TYPE,1.0,,X,,Not used,,,,Not used,Not used,,eas_deferral_type,not_used1,,,,,,,
EAS.DEFERRAL.TYPE,2.0,,X,,Deferral type description,,,,Description,Description,,eas_deferral_type,description,,,,,,,
EAS.DEFERRAL.TYPE,3.0,,X,,Short name,,,,Short name,Short name,,eas_deferral_type,short_name,,,,,,,
EAS.DEFERRAL.TYPE,4.0,,X,,ESIS code pre 1 July 2014,,,,Not used,Not used,,eas_deferral_type,not_used4,,,,,,,
EAS.DEFERRAL.TYPE,5.0,,X,,ESIS code post 1 July 2014,,,,Not used,Not used,,eas_deferral_type,not_used5,,,,,,,
EAS.LETTERS.LOG,0.0,,X,,UR NO:ENTRY NO ITEM ID,,,,UR No: Entry No,Log ID,,eas_letters_log,,,,,,,,
EAS.LETTERS.LOG,1.0,,X,M1,LETTER CODE,,,,Letter Code,Letter Code,LETTER-CODE,eas_letters_log,letter_code,,,,,,,
EAS.LETTERS.LOG,2.0,,D,M1,LETTER CREATION DATE,,,,Date Letter Created,Date Letter Created,,eas_letters_log,date_letter_created,,,,,,,
EAS.LETTERS.LOG,3.0,,X,M1,UR NUMBER,EAS.S116,1,WAITING LIST AND BOOKING ENTRY,Patient No,Patient No,PATIENTS,eas_letters_log,patient_no,,,,,,,
EAS.LETTERS.LOG,4.0,,X,M1,NAME,,,,Patient Name,Patient Name,,eas_letters_log,patient_name,,,,,,,
EAS.LETTERS.LOG,5.0,,X,M1,ADDRESS 1,,,,Patient Address1,Patient Address1,,eas_letters_log,patient_address1,,,,,,,
EAS.LETTERS.LOG,6.0,,X,M1,"ADDRESS 2
This field may contain Inferred Nulls (refer to info tab)",,,,Patient Address2,Patient Address2,,eas_letters_log,patient_address2,,,,,,,
EAS.LETTERS.LOG,7.0,,X,M1,SUBURB,,,,Patient Suburb,Patient Suburb,SUBURBS,eas_letters_log,patient_suburb,,,,,,,
EAS.LETTERS.LOG,8.0,,X,M1,POSTCODE,,,,Patient Postcode,Patient Postcode,,eas_letters_log,patient_postcode,,,,,,,
EAS.LETTERS.LOG,9.0,,D,M1,"ADMISSION DATE
This field may contain Inferred Nulls (refer to info tab)",EAS.S116,30,WAITING LIST AND BOOKING ENTRY,Admission Date,Date,,eas_letters_log,admission_date,,,,,,,
EAS.LETTERS.LOG,10.0,,T,M1,"ADMISSION TIME
This field may contain Inferred Nulls (refer to info tab)",EAS.S116,31,WAITING LIST AND BOOKING ENTRY,Admission Time,Time,,eas_letters_log,admission_time,,,,,,,
EAS.LETTERS.LOG,11.0,,D,M1,"OPERATION DATE
This field may contain Inferred Nulls (refer to info tab)",EAS.S116,32,WAITING LIST AND BOOKING ENTRY,Operation Date,Op.Proc. Date,,eas_letters_log,operation_date,,,,,,,
EAS.LETTERS.LOG,12.0,,T,M1,"OPERATION TIME
This field may contain Inferred Nulls (refer to info tab)",EAS.S116,33,WAITING LIST AND BOOKING ENTRY,Operation Time,Time,,eas_letters_log,operation_time,,,,,,,
EAS.LETTERS.LOG,13.0,,D,M1,"PRE-OP DATE
This field may contain Inferred Nulls (refer to info tab)",,,,Pre-Op Date,Pre-Op Date,,eas_letters_log,pre_op_date,,,,,,,
EAS.LETTERS.LOG,14.0,,T,M1,"PRE-OP TIME
This field may contain Inferred Nulls (refer to info tab)",,,,Pre-Op Time,Pre-Op Time,,eas_letters_log,pre_op_time,,,,,,,
EAS.LETTERS.LOG,15.0,,X,M1,DOCTOR,EAS.S116,7,WAITING LIST AND BOOKING ENTRY,Treating Doctor Code,Treating Dr.,DOCTORS,eas_letters_log,treating_doctor_code,,,,,,,
EAS.LETTERS.LOG,16.0,,X,M1,"ACCOMODATION
This field may contain Inferred Nulls (refer to info tab)",EAS.S116,20,WAITING LIST AND BOOKING ENTRY,Accommodation Code,Accommodation,ACCOM-CODE,eas_letters_log,accommodation_code,,,,,,,
EAS.LETTERS.LOG,17.0,,D,M1,DATE ON WAITING LIST,EAS.S116,3,WAITING LIST AND BOOKING ENTRY,Date on W/L,Placed on List,,eas_letters_log,date_on_w_l,,,,,,,
EAS.LETTERS.LOG,18.0,,X,M1,UNIT CODE,EAS.S116,9,WAITING LIST AND BOOKING ENTRY,Unit Code,Unit,UNITS,eas_letters_log,unit_code,,,,,,,
EAS.LETTERS.LOG,19.0,,X,M1,"TITLE
This field may contain Inferred Nulls (refer to info tab)",,,,Title,Title,,eas_letters_log,title,,,,,,,
EAS.LETTERS.LOG,20.0,,X,M1,ELECTIVE ID,,,,W/L ID,Remove,ELECTIVES,eas_letters_log,w_l_id,,,,,,,
EAS.LETTERS.LOG,21.0,,X,M1,OPERATION/PROCEDURE DESC,EAS.S116,11,WAITING LIST AND BOOKING ENTRY,Procedure Desc,Op./Procedure,,eas_letters_log,procedure_desc,,,,,,,
EAS.LETTERS.LOG,22.0,,D,M1,"PRE ADMISSION DATE
This field may contain Inferred Nulls (refer to info tab)",EAS.S116,27,WAITING LIST AND BOOKING ENTRY,Pre-Adm Date,Pre-Ad. Date,,eas_letters_log,pre_adm_date,,,,,,,
EAS.LETTERS.LOG,23.0,,T,M1,"PRE ADMISSION TIME
This field may contain Inferred Nulls (refer to info tab)",EAS.S116,28,WAITING LIST AND BOOKING ENTRY,Pre-Adm Time,Time,,eas_letters_log,pre_adm_time,,,,,,,
EAS.LETTERS.LOG,24.0,,X,M1,WARD,EAS.S116,17,WAITING LIST AND BOOKING ENTRY,Ward Code,Ward,WARDS,eas_letters_log,ward_code,,,,,,,
EAS.LETTERS.LOG,25.0,,X,M1,"CONTACT NAME
This field may contain Inferred Nulls (refer to info tab)",,,,Contact Name,Contact Name,,eas_letters_log,contact_name,,,,,,,
EAS.LETTERS.LOG,26.0,,X,M1,CONTACT ADDRESS 1,,,,Contact Address1,Contact Address1,,eas_letters_log,contact_address1,,,,,,,
EAS.LETTERS.LOG,27.0,,X,M1,"CONTACT ADDRESS 2
This field may contain Inferred Nulls (refer to info tab)",,,,Contact Address2,Contact Address2,,eas_letters_log,contact_address2,,,,,,,
EAS.LETTERS.LOG,28.0,,X,M1,CONTACT SUBURB,,,,Contact Suburb,Contact Suburb,SUBURBS,eas_letters_log,contact_suburb,,,,,,,
